EndDate,IPAddress,Duration in minutes,Q1,Q2,Regions,Region.North,Region.Delta,Region.Central,Region.South,"Counties with ""multiple""",Q5_19_TEXT,Q3_1,Acre Ranges,Q3_2,Q4_1,Q4_2,,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q11_2,Water Source,Q16_4_TEXT,Highest/Lowest Price,Highest Price,Pricex100,,Lowest Price,Water +CC Comments,Q12,Q13,Q14,Q15,Q16,Q17,PPH Comments,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q19_1,Q19_2,Q19_3,Q20,Q21,AB Bee BMP Comments,Q22,Q23,Certification Comments,Q24,Q25,Who Supplied Bees,Q40_6_TEXT,Q26_1,Q26_2,Q27,Q28,Q29,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Pollination Comments,Q31,Q32,Q52,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity
1/15/20 19:57,172.58.36.56,2.92,"Owner, not responsible for day-to-day management",Stanislaus,Central,0,0,1,0,Stanislaus,,60,Medium,2,62,0,TRUE,Pesticide applicator,No,,,Not sure,"Inadequate soil type for cover crops,Increased risk of frost damage,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,Groundwater,,"Highest Price,Lowest Price",40,4000,,35,,No,,,Yes,"Effort/time to manage it,Incompatibility with irrigation system(s),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Never,Always,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented some bees and supplied some of our own,"California, but not a neighboring county",Another grower,,180,8,A fair price,Somewhat satisfied,,Strong concern,Moderate concern,Moderate concern,Strong concern,Moderate concern,,35-44 years old,Female,,,
1/16/20 8:32,148.59.208.71,9.27,Farm manager (not owner),Stanislaus,Central,0,0,1,0,Stanislaus,,16,Small,4,20,0,TRUE,Owner of the almond orchard(s),No,,,Not sure,"Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)",Decreased rental fee for managed bee colonies,,Groundwater,,Not sure/prefer not to answer,,,,,,Yes,1-3%,Somewhat Satisfied,NA,Labor to plant and maintain it,Decreased rental fee for managed bee colonies,,Sometimes,Always,Always,Always,Always,Never,Usually,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,None of these are incentives,,No interest,A cost-share program that would cover some of the costs of meeting the certification standards,,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,,,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Female,,,
1/16/20 15:46,38.102.45.33,27.03,Farm manager (not owner),"Yolo,Solano",Delta,0,1,0,0,Multiple,,0,Small,15,15,0,FALSE,"Farm manager,Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,Directly from seed company,Very Satisfied,NA,We have no concerns about cover crops,,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",Groundwater,,Not sure/prefer not to answer,,,,,,No,,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Always,Always,Always,Usually,Always,Always,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,Our orchards were not mature enough for bee pollination,,,,,,,,A fair price,Moderate concern,Strong concern,Moderate concern,Moderate concern,Strong concern,,18-24 years old,Male,,,
1/16/20 17:57,38.102.45.33,11.67,Farm manager (not owner),Solano,Delta,0,1,0,0,Solano,,0,Small,15,0,15,FALSE,"Farm manager,Affiliated PCA (with an agricultural retailer)",Yes,Directly from seed company,Very Satisfied,NA,Increased risk of frost damage,,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Increased strength of bee colonies during bloom",Groundwater,,Not sure/prefer not to answer,,,,,,No,,,Yes,"Cost to plant and maintain it,Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Sometimes,Always,Always,Effort made,Always,Always,"Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered)","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,Our orchards were not mature enough for bee pollination,,,,,,,,Too expensive,Moderate concern,Not a concern,Moderate concern,Moderate concern,Moderate concern,,25-34 years old,Male,,,
1/18/20 11:35,104.254.101.29,10.27,Owner/operator of almond orchard(s),"San Joaquin,Stanislaus",Central,0,0,1,0,Multiple,,900,Large,100,400,600,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Somewhat Satisfied,NA,"Availability of water,Incompatibility with irrigation system(s),Effort/time to manage it,Cost of seeds,Limited time for planting due to competing operations,Physical interference with operations",,"Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covered the cost of cover crop seeds",A combination of surface water and groundwater,,"Highest Price,Lowest Price",230,23000,,50,,Yes,1-3%,Not Satisfied,NA,"Labor to plant and maintain it,Effort/time to manage it,Physical interference with operations,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Increased strength of bee colonies during bloom and afterwards",,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Limited communication with nearby beekeepers (not contracted) during bloom (e.g., because their colonies were not registered),The amount of ground your operation's applicator can cover in the late afternoon or at night,Safety issues involved in making nighttime applications","The ability to attract high-quality beekeepers for almond bloom,Processor/handler request to implement Almond Board's Bee BMPs,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Price premium from handler/processor/distributer",,We rented all our bees,"California, but not a neighboring county,Out of state",Contracted beekeeper,,190,8,A fair price,Somewhat satisfied,,Strong concern,Moderate concern,Moderate concern,Strong concern,Moderate concern,,25-34 years old,Male,,,
1/18/20 16:23,107.77.211.4,14.83,Farm manager (not owner),Colusa,North,1,0,0,0,Colusa,,20,Small,5,20,5,TRUE,Owner of the almond orchard(s),No,,,Not sure,We have no concerns about cover crops,Easy/affordable access to equipment needed to plant seeds,,Groundwater,,"Highest Price,Lowest Price",40,4000,,25,,No,,,No,Effort/time to manage it,Decreased rental fee for managed bee colonies,,Always,Always,Sometimes,Always,Sometimes,Always,Always,Always,Usually,Limited communication with contracted beekeeper/s during bloom,We already practice most or all of the Bee BMPs,,Moderate interest,None of these are incentives,,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,190,6,A fair price,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,25-34 years old,Male,,,
1/18/20 16:31,73.235.49.41,10.63,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,3000,Large,40,3040,235,TRUE,"Owner of the almond orchard(s),Beekeeper",No,,,Not sure,"Incompatibility with irrigation system(s),Physical interference with operations","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,205,20500,,,,Yes,<1%,Somewhat Satisfied,NA,"Incompatibility with irrigation system(s),Expense of water,Availability of water",Decreased rental fee for managed bee colonies,,Always,Always,Always,Always,Always,Always,Always,Usually,Always,We had no challenges adopting the Almond Bee BMPs in 2019,Increasing the strength of bee colonies during bloom,,Strong interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,We rented all our bees,Out of state,Contracted beekeeper,,190,8,Too expensive,Very satisfied,,Strong concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,55-64 years old,Male,,,
1/18/20 16:32,69.80.255.215,21.63,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,40,Small,15,55,0,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",No,,,Yes,"Labor to grow/maintain it,Cost of seeds,Increased risk of frost damage,Limited time for planting due to competing operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,"District irrigation water is charged by a set per acre price of $60 per irrigated acre. Then farmer is charged a usage fee per acre foot used on a tiered basis. 
First 24""@$2 
Second 24""@$3",No,,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Moderate interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We rented all our bees,Out of state,Another grower,,185,5,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Not a concern,,45-54 years old,Male,,,
1/18/20 23:44,162.227.20.43,6.8,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,60,Medium,5,65,0,TRUE,"Beekeeper,Bee broker",No,,,No,Prefer not to answer,Decreased rental fee for managed bee colonies,,Groundwater,,Highest Price,40,4000,,,,No,,,No,Lack of information about how to grow permanent pollinator habitat,Decreased rental fee for managed bee colonies,,Always,Always,Always,Always,Always,Always,Always,Always,Always,Safety issues involved in making nighttime applications,Decreased rental fee for managed bee colonies,,No interest,Decreased rental fee for managed bee colonies,,We rented some bees and supplied some of our own,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,190,6,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Male,,,
1/19/20 11:26,71.193.53.102,27.62,Owner/operator of almond orchard(s),San Joaquin,Central,0,0,1,0,San Joaquin,,29,Small,1,30,0,TRUE,"Owner of the almond orchard(s),Independent PCA (not affiliated with an agricultural retailer),Beekeeper",No,,,Not sure,"Inadequate soil type for cover crops,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Physical interference with operations",None of these are incentives,,Groundwater,,Not sure/prefer not to answer,,,,,My soil very difficult till and contains a great deal of hard pan.  When I have tilled the ground my harvesting costs increase greatly due small hard pan pieces mixed with nuts. When the soil is not tilled for one year this problem is greatly reduced. ,Yes,≥8%,Very Satisfied,NA,We have no concerns about permanent habitat,None of these are incentives,I have 12 acres of clover mix pasture between my two orchards.,Never,Always,Always,Always,Always,Always,Effort made,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,No interest,Prefer not to answer,,We rented all our bees,Out of state,Contracted beekeeper,,175,6,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,65-74 years old,Male,,,
1/19/20 13:22,73.12.255.14,14.67,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,7.5,Small,3,10.5,0,TRUE,Beekeeper,No,,,No,"Availability of water,Expense of water,Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Limited time for planting due to competing operations","Federal cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",,Surface water,,Highest Price,40,4000,,,,No,,,Not sure,"Lack of available land,Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,We already practice most or all of the Bee BMPs",,No interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,N/A,10,A fair price,Very satisfied,,Moderate concern,Strong concern,Strong concern,Strong concern,Moderate concern,,75 years or older,Female,,,
1/19/20 19:41,162.227.20.43,11.92,"Owner, not responsible for day-to-day management",Stanislaus,Central,0,0,1,0,Stanislaus,,40,Small,10,50,0,TRUE,Beekeeper,No,,,No,Prefer not to answer,Prefer not to answer,,Surface water,,Highest Price,40,4000,,,,No,,,No,Expense of water,None of these are incentives,,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,No interest,Prefer not to answer,,We rented some bees and supplied some of our own,"California, but not a neighboring county",Bee broker,,200,8,A fair price,Very satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Strong concern,,25-34 years old,Male,,,
1/19/20 21:59,47.27.192.99,17.83,Owner/operator of almond orchard(s),"San Joaquin,Stanislaus,Merced",Central,0,0,1,0,Multiple,,25,Small,10,30,5,TRUE,"Farm manager,Affiliated PCA (with an agricultural retailer),Pesticide applicator,Beekeeper,Bee broker",No,,,Yes,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Effort/time to manage it,Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Cost of seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents),Limited time for planting due to competing operations,Physical interference with operations","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Federal cost-share program that covers the cost of cover crop seeds,Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,230,23000,,,,No,,,Yes,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Physical interference with operations,Lack of information about how to grow permanent pollinator habitat,Expense of water,Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents),Potential for pesticide application to harm native/endangered pollinators living in the permanent habitat","Federal cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Sometimes,Sometimes,Always,Usually,Always,Always,"Labor costs to apply pesticides/fungicides in the afternoon or evening,Labor costs to avoid tank-mixing insecticides with fungicides during bloom","The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,"Contracted beekeeper,Bee broker",,180,6,A fair price,Very satisfied,,Moderate concern,Strong concern,Strong concern,Strong concern,Strong concern,,45-54 years old,Male,,,
1/21/20 11:28,107.77.212.27,19.02,Owner/operator of almond orchard(s),Fresno,South,0,0,0,1,Fresno,,60,Medium,20,80,0,TRUE,Affiliated PCA (with an agricultural retailer),No,,,No,"Availability of water,Expense of water,Incompatibility with irrigation system(s),Labor to grow/maintain it,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds,Risk of supporting pest populations (e.g., Navel Orange Worm or rodents)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Private cost-share program that covers the cost of cover crop seeds,Easy/affordable access to equipment needed to plant seeds",,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,I do not know that much about cover crops but I would be interested in learning more,No,,,NA,"Labor to plant and maintain it,Effort/time to manage it,Cost to plant and maintain it,Incompatibility with irrigation system(s),Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Never,Always,Sometimes,Always,Sometimes,Sometimes,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Moderate interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Near your orchard(s): from the same county or a neighboring county,Contracted beekeeper,,200,N/A,Too expensive,Very satisfied,,Strong concern,Strong concern,Not a concern,Not a concern,Moderate concern,,25-34 years old,Female,,,
1/21/20 14:04,69.80.241.10,12.88,Owner/operator of almond orchard(s),"San Joaquin,Stanislaus",Central,0,0,1,0,Multiple,,235,Large,110,0,345,TRUE,"Owner of the almond orchard(s),Affiliated PCA (with an agricultural retailer),Beekeeper",Yes,"Private cost-share program (e.g., Seeds for Bees)",Very Satisfied,NA,We have no concerns about cover crops,,"Private cost-share program that covered the cost of cover crop seeds,Increased strength of bee colonies during bloom",A combination of surface water and groundwater,,Highest Price,200,20000,,,,Not sure,,,No,"Expense of water,Availability of water","Private cost-share program that covers the cost of permanent pollinator habitat seeds/plants,Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards",,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,Strong interest,"Increasing the strength of bee colonies during bloom,A cost-share program that would cover some of the costs of meeting the certification standards,Decreased rental fee for managed bee colonies,Ability to make marketing claims with a bee-friendly label,Supporting native pollinators",,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,185,,Too expensive,Very satisfied,,Moderate concern,Strong concern,Strong concern,Not a concern,Strong concern,,55-64 years old,Male,,,
1/21/20 14:16,172.58.39.229,4.17,"Owner, not responsible for day-to-day management",Merced,Central,0,0,1,0,Merced,,50,Medium,0,50,0,TRUE,Owner of the almond orchard(s),Yes,Directly from seed company,Very Satisfied,NA,We have no concerns about cover crops,,None of these were incentives,Surface water,,Not Applicable,,,,,,Not sure,,,Yes,Prefer not to answer,9,,Sometimes,Always,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Usually,Usually,Prefer not to answer,Prefer not to answer,,No interest,Prefer not to answer,,We rented some bees and supplied some of our own,"California, but not a neighboring county",Another grower,,,,Prefer not to answer,Prefer not to answer,,Moderate concern,Moderate concern,Moderate concern,Moderate concern,Moderate concern,,75 years or older,Male,,,
1/21/20 14:20,69.80.252.244,9.57,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,200,Medium,0,200,0,TRUE,Independent PCA (not affiliated with an agricultural retailer),Yes,PCA/CCA/Crop consultant,Somewhat Satisfied,NA,Increased risk of frost damage,,None of these were incentives,A combination of surface water and groundwater,,Not sure/prefer not to answer,,,,,,Yes,4-7%,Somewhat Satisfied,NA,Fire danger from vegetation,Decreased rental fee for managed bee colonies,,Sometimes,Always,Always,Sometimes,Sometimes,Sometimes,Always,Always,Always,Labor costs to apply pesticides/fungicides in the afternoon or evening,Increasing the strength of bee colonies during bloom,,Moderate interest,Increasing the strength of bee colonies during bloom,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,160,6,Too expensive,Somewhat satisfied,,Strong concern,Strong concern,Strong concern,Strong concern,Moderate concern,,55-64 years old,Male,,,
1/21/20 15:35,72.169.96.138,17.08,Owner/operator of almond orchard(s),Kern,South,0,0,0,1,Kern,,20,Small,0,20,0,TRUE,Owner of the almond orchard(s),No,,,No,"Availability of water,Expense of water,Cost of equipment needed to plant seeds,Availability of equipment needed to plant seeds",None of these are incentives,,A combination of surface water and groundwater,,Highest Price,85,8500,,,,No,,,No,"Lack of available land,Cost to plant and maintain it,Increased risk of frost damage,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,Strong interest,None of these are incentives,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,200,,Too expensive,Very satisfied,,Strong concern,Strong concern,Not a concern,Not a concern,Strong concern,,55-64 years old,Female,,,
1/21/20 15:57,72.169.96.138,19.53,Owner/operator of almond orchard(s),Kern,South,0,0,0,1,Kern,,17,Small,3,20,0,TRUE,"Owner of the almond orchard(s),Farm manager,Independent PCA (not affiliated with an agricultural retailer)",No,,,No,"Availability of water,Incompatibility with irrigation system(s),Effort/time to manage it",Increased strength of bee colonies during bloom,,Surface water,,Highest Price,85,8500,,,,No,,,No,"Lack of available land,Effort/time to manage it,Availability of water",None of these are incentives,,Always,Always,Always,Always,Always,Always,Always,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,We already practice most or all of the Bee BMPs,,No interest,Decreased rental fee for managed bee colonies,,We rented all our bees,"California, but not a neighboring county",Contracted beekeeper,,200,12,Too expensive,Very satisfied,,Strong concern,Strong concern,Moderate concern,Moderate concern,Moderate concern,,65-74 years old,Male,,,
1/21/20 16:00,107.77.214.49,13,Owner/operator of almond orchard(s),Stanislaus,Central,0,0,1,0,Stanislaus,,20,Small,1,21,0,TRUE,Beekeeper,No,,,Not sure,"Expense of water,Cost of seeds,Increased risk of frost damage","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Federal cost-share program that covers the cost of cover crop seeds",,A combination of surface water and groundwater,,"Highest Price,Lowest Price",N/A,.,,N/A,,No,,,No,"Availability of water,Risk of supporting pest populations (e.g. Navel Orange Worm, or rodents)","Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Always,Always,Always,Sometimes,Sometimes,Always,Always,Always,Always,The amount of ground your operation's applicator can cover in the late afternoon or at night,Increasing the strength of bee colonies during bloom,,Moderate interest,"Price premium from handler/processor/distributer,Supporting native pollinators",,We rented all our bees,Out of state,Bee broker,,250,6,A fair price,Very satisfied,,Not a concern,Strong concern,Strong concern,Not a concern,Strong concern,,25-34 years old,Male,,,
1/21/20 17:00,66.126.40.42,24.2,Owner/operator of almond orchard(s),Kern,South,0,0,0,1,Kern,,0,Small,19,78,19,FALSE,Owner of the almond orchard(s),No,,,No,"Availability of water,Incompatibility with irrigation system(s)","Associated benefits from non-pollination services (improved soil health, water filtration, etc.),Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom",,A combination of surface water and groundwater,,Highest Price,70,7000,,,,No,,,Not sure,Expense of water,"Decreased rental fee for managed bee colonies,Increased strength of bee colonies during bloom and afterwards,Supporting native pollinators",,Sometimes,Always,Always,Always,Always,Always,Effort made,Always,Always,We had no challenges adopting the Almond Bee BMPs in 2019,"Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies,We already practice most or all of the Bee BMPs",,No interest,"The ability to attract high-quality beekeepers for almond bloom,Increasing the strength of bee colonies during bloom,Decreased rental fee for managed bee colonies",,Our orchards were not mature enough for bee pollination,,,,,,,,Too expensive,Strong concern,Strong concern,Strong concern,Moderate concern,Moderate concern,,45-54 years old,Male,,,
