EndDate,IPAddress,Duration (in seconds),Duration (in mins),DistributionChannel,RoleOperation,Regions,Tehama,Butte,Glenn,Colusa,Yuba,Sutter,Yolo,Solano,San Joaquin,Stanislaus,Madera,Merced,Fresno,Kings,Tulare,Kern,Sacramento,TotalYieldBearing,NonYieldBearing,TotalOwn,TotalLease,Pollination_Owner,Pollination_FM,Pollination_IndependentPCA,Pollination_AffiliatedPCA,Pollination_Pesticide,Pollination_Beekeeper,Pollination_BeeBroker,GrownCC,Fed_CostShare,Private_CostShare,SeedCompany,PCA/CCA,CC_Satisfaction,CC_Interest,ConcernCC_WaterAvailability,CC_WaterExpense,CC_IrrigationSystem,CC_EffortTime,CC_Labor,CC_EquipmentCost,CC_EquipmentAvailability,CC_SeedCost,CC_SoilType,CC_FrostDamage,CC_SupportPest,CC_CompetingOperations,CC_PhysicalInterference,CC_NoConcern,CC_PreferNotAnswer,FutureIncentivesCC_AssociatedNonPollination,FutureCC_DecreasedRentalFee,FutureCC_FedCostShare,FutureCC_PrivateCostShare,FutureCC_Equipment,FutureCC_BeeStrength,FutureCC_None,FutureCC_PreferNoAnswer,PastCCIncentives_AssociatedNonPollination,PastCC_DecreasedRentalFee,PastCC_FedCostShare,PastCC_PrivateCostShare,PastCC_Equipment,PastCC_BeeStrength,PastCC_None,PastCC_PreferNoAnswer,Irrigation_Flood,Irrigation_Micro,Irrigation_Solid,Irrigation_Single,Irrigation_Double,Irrigation_PreferNoAnswer,WaterSource,WaterSourceOther,WaterBoxH,WaterBoxL,NotApplicaple,NotSure,HighestWaterPrice,LowWaterPrice,CC_Comments,GrownPPH,PercentPPH,PPHSatisfaction,PPHInterest,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_15,Q24_16,Q25_1,Q25_4,Q25_3,Q25_5,Q25_6,Q25_8,Q25_11,Q26,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q29_1,Q29_2,Q29_3,Q30_1,Q30_2,Q30_3,Q30_4,Q30_5,Q30_6,Q30_10,Q30_11,Q31_1,Q31_2,Q31_3,Q31_4,Q31_9,Q31_6,Q31_8,Q32,Q34,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35_8,Q35_11,Q35_12,Q36,Q38,Q39_1,Q39_2,Q39_3,Q39_6,Q40_3,Q40_2,Q40_4,Q40_6,Q40_8,Q40_6_TEXT,Q41_4,Q41_5,Q42,Q43,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_5,Q46,Q50,Q51,Q52,Q53,Q40_6_TEXT - Parent Topics,Q40_6_TEXT - Sentiment Polarity,Q40_6_TEXT - Sentiment Score,Q40_6_TEXT - Sentiment,Q40_6_TEXT - Topic Sentiment Label,Q40_6_TEXT - Topic Sentiment Score,Q40_6_TEXT - Topics
12/20/19 16:40,172.58.37.227,382,6.37,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,230,18,215,38,,,,1,1,,,2,,,,,,6,,,,1,,,,,,,1,1,,,,,1,,,,1,,,,,,,,,,,,,1,,,,3,,1,1,,,60,50,,1,10,5,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,8,8,8,8,8,10,3,2,3,,1,1,1,1,,,,1,,,1,1,,,,4,1,,,,1,1,,,,,2,,,1,,1,,,,,,185,6,2,4,,3,3,3,3,2,,2,1,,1,,,,,,,
12/20/19 18:31,172.58.37.227,436,7.27,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39,3,41,1,1,1,,,,1,,2,,,,,,1,1,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,1,,,3,,,,1,,,,,7,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,,,,10,8,8,8,8,8,2,3,3,1,1,1,1,1,1,,,1,1,1,1,,,,,4,1,1,1,1,1,1,1,,,,3,,,,,,,,,,,,,,,2,3,3,3,3,3,,3,1,,1,,,,,,,
12/20/19 18:41,166.216.158.167,611,10.18,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,65,10,75,0,,,,1,1,1,,1,,,1,,4,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,,1,,1,,1,,,,40,,,6,,,8,,1,1,1,,1,,,,,,,,,,1,1,,,,,,,8,8,8,8,8,10,2,3,2,,,,,,,1,,,,,,,,1,,3,,1,1,1,,,,,,,3,,,,,,,,,,,,,,,3,2,2,3,3,3,,4,2,,1,,,,,,,
12/21/19 10:52,107.77.211.109,185,3.08,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,40,5,45,0,,,,,1,,1,2,,,,,,1,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,1,,,,,,2,,1,1,,,40,30,,7,,,1,,,,,,1,1,,,,,,,,,1,1,1,,,,,,10,8,8,10,10,8,3,2,3,1,,1,,,,,,,,,,1,,,,4,1,1,,,,1,1,,,,1,,1,,,,1,,,,,195,8,2,4,,3,3,2,3,3,,4,2,,1,,,,,,,
12/21/19 18:00,172.58.39.177,193,3.22,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,7,1,8,0,,,,,1,,,2,,,,,,6,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,,2,,,,,1,,,,7,,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,10,8,10,10,10,10,3,3,3,1,,,,,,,,1,1,1,1,,,,,4,,1,1,1,1,,,,,,3,,,,,,,,,,,,,,,2,3,3,3,3,3,,3,1,,1,,,,,,,
12/21/19 18:26,172.58.39.177,489,8.15,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,40,10,50,0,,1,,,,1,,1,,,1,,5,,,,,,,,1,,1,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,,,,,,1,,2,,1,,,,50,,,1,10,6,,,,,,1,,,,1,1,1,1,,,,1,1,1,,,,,,10,10,8,10,10,10,3,3,3,,,1,1,1,1,,,1,1,1,1,,,,,4,1,1,1,,1,1,,,,,1,1,,,,,1,,,,,185,6,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
12/21/19 18:47,172.58.39.177,256,4.27,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,25,10,40,5,,,,,1,1,1,2,,,,,,1,,,,1,1,1,,1,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,2,,,,1,,,,,7,,,1,,1,1,1,1,1,1,,1,1,1,,1,,,,,,1,1,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,1,,1,1,,,,,3,1,,,,,,,,,,3,,,,,,,,,,,,,,,1,2,2,2,2,2,,3,1,,1,,,,,,,
12/22/19 21:49,172.58.39.177,150,2.5,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,1,7,0,1,,,,,,,2,,,,,,6,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,1,,,2,,,,1,,,,,7,,,8,,,,,,1,,,,,,,,,,1,1,,,,,,,8,10,10,10,10,8,2,3,3,,,,,,,1,,1,1,1,1,,,,,3,1,1,1,1,1,1,1,,,,6,,,,,,,,,,,,,,,2,3,3,3,3,3,,3,2,,1,,,,,,,
12/22/19 22:02,98.252.80.93,1157,19.28,qr,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,40,20,0,0,1,,,,,,,2,,,,,,2,1,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,2,,,,1,,,,,6,,,2,,,,,,,,,,,,,,1,,,,,,,1,,,8,10,10,8,7,8,3,3,3,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,1,,1,,,,,,,8,2,4,,3,3,2,3,2,,4,1,,1,,,,,,,
12/23/19 3:22,172.58.37.63,223,3.72,anonymous,3,Delta,,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,6,58,0,,,,,,1,,1,,,1,,6,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,3,,1,1,,,35,30,,6,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,8,10,10,10,10,10,2,2,2,,,,,1,,,,,,1,1,,,,,4,1,1,1,1,1,1,,,,,1,,,1,,1,,,,,,200,8,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
12/23/19 9:33,172.58.37.63,254,4.23,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12,4,12,4,,,,,1,,1,2,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,2,,,,1,,,,,7,,,1,,,,,,,,,,,1,,1,,,1,1,1,1,1,,,,8,8,8,8,8,8,1,1,2,1,1,1,1,1,,,,,,,,,1,,,3,,1,1,1,1,1,,,,,1,,1,,,,1,,,,,195,6,2,2,,3,3,3,2,3,,3,1,,1,,,,,,,
12/23/19 12:08,172.58.37.63,356,5.93,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,50,10,60,0,,,1,,,,,2,,,,,,6,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,2,,,1,,,,36,,1,11,5,,,,,,,1,,,,,,,,,,,,,1,,,,,10,10,8,10,10,8,2,2,2,,,,,1,,,,1,1,,,,,,,1,,,,,,1,,,,,2,,1,,,1,,,,,,180,6,1,2,,2,2,2,2,2,,3,1,,1,,,,,,,
12/23/19 13:37,172.58.37.63,184,3.07,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,125,20,145,0,1,,,,,1,,1,,,1,,6,,,,1,1,1,,1,,1,1,1,1,1,,,,,,,,,,,,1,,,1,1,,,,1,,,,,3,,,,1,,,,,1,9,6,,,,,,,,,,,,,,,1,,,,,,,1,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,4,1,1,,1,,1,,,,,3,,,,,,,,,,,,,,,3,3,3,3,3,3,,3,1,,1,,,,,,,
12/23/19 14:01,172.58.37.63,162,2.7,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,140,0,140,0,,,,,,,1,2,,,,,,6,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,3,,,,,1,,,,7,,,8,,,1,1,1,,1,,,,,,,,,,,,,,1,,,8,8,8,10,8,10,3,3,3,,,1,1,1,,,,,1,1,1,,,,,3,,,,,,,,1,,,2,,1,,,,1,,,,,195,6,2,4,,3,3,3,3,3,,2,1,,1,,,,,,,
12/23/19 16:33,172.58.37.63,173,2.88,anonymous,1,North,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,6,49,0,,,,,1,1,1,1,,,,1,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,3,,1,1,,,50,40,,6,,,2,,,1,,,,,,,,,,,,,,,,1,,,,,8,8,10,10,10,10,3,3,3,,,,,,,1,,,,1,1,1,,,,3,1,1,1,1,1,1,1,,,,1,1,,,,,1,,,,,200,8,2,4,,3,3,3,3,3,,3,1,,1,,,,,,,
12/24/19 19:57,98.252.80.93,673,11.22,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,120,0,0,0,,,1,,,,,2,,,,,,2,1,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,2,,,,1,,,,,6,,,2,,,1,,,1,,,,,,,,,,,,,,,1,,,8,10,10,8,8,8,3,3,3,,,1,1,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,1,,,1,,,,,,,,3,4,,2,2,2,2,2,,5,1,,1,,,,,,,
12/25/19 7:15,98.252.80.93,710,11.83,anonymous,1,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,20,0,20,0,1,,,,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,3,,1,1,,,300,75,,6,,,2,,,1,1,,,,,,,,,,,,,,,1,,,,,7,10,10,8,8,8,3,3,3,1,,,,1,1,,,,,1,,,,,,3,,1,,1,,,,,,,1,,,1,,,1,,,,,300,9,3,4,,3,2,3,3,2,,5,1,,1,,,,,,,
1/1/20 16:02,172.58.37.178,530,8.83,anonymous,3,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,28,4,25,7,,,,,,1,,2,,,,,,2,,,,,,,,,,,,1,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,2,,,,,1,,,,6,,,1,,,,,1,1,1,,,,,,,,,,,1,1,,,,,8,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,3,1,1,,1,1,1,1,,,,3,,,,,,,,,,,,,,,2,3,3,3,3,2,,2,1,,1,,,,,,,
1/3/20 17:17,184.10.8.146,551,9.18,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,50,0,50,0,1,,,,,,,2,,,,,,6,1,,1,,1,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,35,13,,6,,,8,,1,1,1,1,,,,1,1,,,,,,1,,1,,1,,,,10,10,10,10,8,10,1,3,3,,,1,,,,,,,,,1,1,,,,4,,,,1,,1,1,,,,1,,,1,,1,,,,,,195,8,3,2,,3,2,1,2,3,,5,1,,2,,,,,,,
1/3/20 18:04,66.251.117.188,647,10.78,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1300,100,260,140,,,,1,,,,1,,,,1,5,,,,,,,,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,1,,,1,,1,,1,,,,20,,,6,,,2,,1,1,,,1,,,,,,,,,,,,1,,,,,,7,10,8,8,8,8,2,2,3,,,,1,1,1,,,,,,1,,,,,3,,1,,1,,1,,,,,1,,,1,,1,,,,,,190,6,2,2,,3,3,3,2,1,,3,1,,1,,,,,,,
1/3/20 19:08,162.224.164.204,1636,27.27,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,210,40,100,160,1,,,,,,,2,,,,,,6,,1,,,1,,,1,,1,1,1,,,,,,1,1,,1,,,,,,,,,,,,1,1,,,,2,,1,1,,,100,75,,6,,,8,,1,,1,,,,,,1,,,,,,1,,,1,,,,,7,7,7,8,8,8,3,3,3,,,,,1,1,,,1,,,1,,,,,1,,,,1,,1,,,,,1,,1,,,,1,,,,,200,8,3,4,,3,3,3,3,3,,6,1,,1,,,,,,,
1/3/20 19:43,107.77.214.64,1690,28.17,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,80,0,80,0,,,,,,,1,2,,,,,,6,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,,3,,,,,1,,,,1,9,5,,,,,,,1,,,,1,,,,,,,,,,,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,,,1,,,,6,,1,,,1,,,,,,1,1,,,,1,,,,,,125,Not sure,3,4,,3,3,1,2,2,,5,1,,2,,,,,,,
1/3/20 19:51,91.207.175.44,754,12.57,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,18,0,20,0,1,,,1,,,,2,,,,,,1,,,,,,1,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,1,,,,,2,,,,1,,,,,7,,,8,1,1,1,1,,,1,,,,,,,,,,1,1,1,1,,,,7,10,10,10,10,10,,,,,,,,,,1,,,,1,1,1,,,,3,,1,1,1,,,,,,,1,1,,,,1,,,,,,185,8 frames,3,4,,3,3,2,2,2,,5,1,,1,,,,,,,
1/3/20 20:25,75.4.32.22,1288,21.47,anonymous,2,North,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,0,78,0,1,,,,,,,2,,,,,,1,,,,,,,1,,,1,,,1,,,1,1,1,1,1,1,,,,,,,,,,,,1,,,,,2,,1,,,,26,,$26 per acre foot is the cost of electricity to pump 1 acre foot of water; we have solar that generates most of our electrical needs.,6,,,8,1,,1,,,1,,,,,,,1,,,1,1,1,1,1,,,,7,10,10,8,10,10,3,3,3,,,,,1,1,,,,1,1,1,,,,,3,,1,1,1,,,,,,,1,,,1,,1,,,,,,195,10,3,4,,3,2,3,3,2,"My beekeeper takes very good care of his bees during the winter. He winters them inside a building, does not feed syrup and aggressively treats for mites. His hive loss over the 2018-2019 winter was 5%. The bees do well if a beekeeper takes good care of his bees!!",5,1,The next almond orchard I plant will be a self-pollinating variety such as Independence.  The primary reasons for going this direction is the high cost of bees and the hassle of dealing with bees.,1,,,,,,,
1/3/20 20:28,98.255.171.152,1491,24.85,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,38,2,40,0,1,,,,,,,2,,,,,,6,,1,1,1,,,,,,1,1,1,,,,1,1,1,1,,1,,,,,,,,,,,,1,,,,,3,,1,1,,,90,0,"unable to flood
",6,,,2,,1,1,,1,1,1,1,1,1,1,,1,,,,,,,,,,cannot flood,8,10,10,7,10,10,3,3,3,1,1,,1,,1,,,,,,,,,1,,1,,,,,,,,1,,,1,,,1,,1,1,,,,,,,5,4,,3,2,2,1,2,,7,1,Thanks for your help,2,,,,,,,
1/3/20 21:22,73.63.136.69,1276,21.27,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,5,0,5,0,1,1,,,1,1,,2,,,,,,2,1,1,1,1,1,1,,,1,,,,,,,1,1,1,,1,,,,,,,,,,,,1,,,,,,1,,1,,,,25,,,6,,,2,1,1,1,1,1,1,,1,1,,,,1,,,1,,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,1,1,1,1,,,1,1,1,1,1,,,,4,1,1,1,,1,1,1,,,,1,1,,,,,1,,,,,200,3000,2,4,,3,3,3,2,3,,5,2,,1,,,,,,,
1/3/20 22:24,107.77.205.122,908,15.13,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,0.5,20.5,0,1,,,1,,1,,2,,,,,,6,,,,,1,,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,,,,1,,,,1,,1,,,,63.4,,,6,,,1,1,1,,1,,,1,,,,,,,,,1,1,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,,,,,1,,,,1,1,,,,,4,,,1,1,1,1,1,,,,1,,,1,,1,,,,,,200,7,3,2,,3,3,2,3,2,,3,1,,1,,,,,,,
1/4/20 8:02,63.199.68.83,710,11.83,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,170,50,230,0,1,,,,,,,2,,,,,,6,1,1,,,,,,,,,,,1,,,1,1,1,1,1,,,,,,,,,,,,1,,,,1,,3,,1,1,,,100,100,I’ve used cover crops on adjoining cherry orchard for 4 years.,6,,,8,1,,,1,,,,1,,,,,,,,1,1,1,1,1,,,,7,10,10,10,8,8,3,3,3,1,1,,,,1,,,,,1,1,1,,,,4,,1,1,1,,,1,,,,1,1,,1,,1,1,,,,,211,8,3,2,,3,2,1,1,2,,6,1,,1,,,,,,,
1/4/20 9:11,205.201.52.225,761,12.68,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,10,4,10,0,1,,,1,,1,,2,,,,,,2,1,,,1,1,1,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,1,,,,1,8,5,,,1,1,,,,,,1,,1,,,,,,,,,,1,,,10,10,10,10,10,10,1,3,3,,,,,,,,1,,,,,,1,,,1,,,,,,,,1,,,1,,1,,,1,1,,,,,175,7,3,2,,3,2,1,1,1,,6,1,,2,,,,,,,
1/4/20 9:23,205.157.159.200,2074,34.57,anonymous,2,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,175,60,235,0,1,,1,,,1,,2,,,,,,1,1,,1,,,1,,,,1,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,1,,3,,,,,1,,,"We benefit from native vegetation that grows in our middles, Mainly grasses, but some broadleaf weeds.  Drip irrigation does not benefit middles, so cover crop is 100% rain dependent. Kern gets very little of this.",6,,,1,1,,1,,,,,,1,,,,,,,,,,1,1,,,"Doing the right thing shouldn't require redistribution of wealth, government subsidies. ",10,10,10,10,10,10,1,3,3,,,,1,,1,,,,,1,1,1,,,,4,,1,,1,1,1,1,,,,1,,1,,,1,,,,,,175,8,2,4,,3,3,3,3,2,,6,1,"Pollination is my second largest operating cost. Thirty years ago it was mid-level. Bee colony health is a major factor in the scarcity of colonies for rent.  UC should devote major efforts to improving beekeeping practices for greater health. Honey imports suppress US beekeeper returns, discouraging use of costly practices and expansion of colony numbers. ",2,,,,,,,
1/4/20 9:46,12.86.209.26,886,14.77,anonymous,2,North,,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0,30,115,1,1,,,,1,,1,,,1,,6,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,2,,,,,1,,,,6,,,8,1,,,,1,,,,,,,,,,,,,,,,1,,,10,10,10,8,7,10,3,3,3,,,,,1,,,,,,,,1,,,,4,,1,1,1,,1,,,,,1,1,,,,1,,,,,,210,8,2,4,,2,2,2,2,1,,4,1,,1,,,,,,,
1/4/20 12:26,172.58.37.120,255,4.25,anonymous,1,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,70,5,75,0,,,,,1,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,3,,1,1,,,50,30,,7,,,1,,,,,,,,,,,1,1,1,,,1,1,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,,,1,,,,,,,,1,,,,4,1,1,1,1,1,1,1,,,,1,1,,,,1,,,,,,165,4,1,1,,3,3,3,3,3,,4,2,,1,,,,,,,
1/4/20 12:36,38.99.75.17,941,15.68,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,100,68,245,14,1,,,,,,,2,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,3,,1,1,,,100,40,,6,,,1,,,,,,1,1,,,,1,,,,,1,,1,,,,,,7,10,10,8,10,10,3,3,3,,,,,1,1,,,,,,1,,,,,4,,,1,,,,1,,,,1,,1,,,,1,,,,,250,5,3,4,,3,2,2,2,3,,5,1,,1,,,,,,,
1/4/20 12:43,208.89.36.128,420,7,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,584,284,868,0,,,1,,,,,2,,,,,,2,,,1,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,3,,1,1,,,80,27,,7,,,2,,,1,1,1,1,,,,1,,,,,,,,,,,1,,,7,8,8,8,8,8,2,2,2,1,,,,1,,,,1,,1,1,,,,,6,1,1,,1,,,,,,,1,,,1,,,1,,,,,210,8,2,2,,2,2,2,2,2,,5,1,,1,,,,,,,
1/4/20 14:26,172.58.37.120,191,3.18,anonymous,3,South,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,29,2,34,3,1,,,,,1,,1,,1,,,6,,,,1,,,,,,1,1,1,1,,,,,,,,,,,,1,,1,1,1,1,,,,,1,,,,2,,,,,1,,,,6,,,1,,,1,,,,,,,1,,,,,,1,1,1,1,,,,,10,8,8,8,10,10,2,2,2,,,,,,,1,,1,,1,1,,,,,4,,,,,,1,,,,,3,,,,,,,,,,,,,,,3,3,3,3,3,2,,2,2,,1,,,,,,,
1/4/20 16:11,208.89.38.213,744,12.4,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,300,0,20,220,1,,,,,1,,1,,,,1,6,,1,1,1,1,1,,,,,1,1,1,1,,,,,,,,,,,1,,,,,1,,,1,1,1,,1,,3,,,,,1,,,,6,,,,,,,,1,1,,,1,1,1,,,,,1,1,1,1,,,,,8,10,10,10,10,10,3,2,3,,,,,1,,,,1,,1,1,1,,,,3,1,,,1,,,,,,,1,,,1,,1,,,,,,200,10,3,2,,3,3,3,3,3,,5,1,,1,,,,,,,
1/4/20 16:35,216.84.215.166,820,13.67,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,18,4,22,0,1,,,,,,,2,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,3,,1,,,,3000,,,1,10,6,,1,1,1,1,,1,1,1,1,,1,,,,,1,,1,1,1,,,,7,10,10,10,10,10,3,3,3,,,1,1,,,,,1,,1,1,1,,,,3,1,1,,1,,1,,,,,1,,,1,,1,,,,,,200,8,3,2,,3,2,2,2,3,,5,1,,1,,,,,,,
1/5/20 9:39,216.84.212.53,2582,43.03,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,175,0,111,64,,,,1,,1,,1,,1,,,5,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,,,1,,,,1,,3,,1,,,,30,,"2019 was the first year we have experienced crop loss due to ""blast"".  It occurred only in the orchard in which we had planted bee forage",6,,,2,1,1,,1,,1,,,,,1,,,,,,1,1,1,1,,,,7,8,8,10,10,10,,3,3,,,,,,,1,,,,,,1,,,"i don't know off hand the toxicity of bloom time fungicides.  so, i answered the questions regarding that - sometimes",3,,,,,1,1,,,,"certification programs that are used to market to the public, then found out (by the public) to be weak on enforcement can end up being counter productive to an industry.  Exposed as a sham  ",1,,,1,,1,,,,,,195,,3,4,,3,2,2,2,2,,5,1,,2,,,,,,,
1/5/20 23:12,104.2.24.224,925,15.42,anonymous,2,Central,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,240,0,240,0,1,,1,,,,,1,,1,,,5,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,,1,,,1,,1,,,,1,,,1,,3,,1,1,,,200,105,,1,9,4,,1,,,1,,1,1,1,1,,1,1,,,,1,1,1,1,1,,,,10,10,10,10,10,10,3,3,3,,,,1,,1,,,,,,1,1,,,,3,,1,1,1,,1,1,,,,2,1,,,,1,,,,,,180,8,3,2,,3,2,3,2,2,,5,1,,1,,,,,,,
